"Titre,Créateur,Sujet,Editeur,Type,Format,Identifiant,Source,Langue,Résumé,""Date de disponibilité"",""Date de publication"",""Importance matérielle"",""Couverture spatiale"",""Couverture temporelle"",Licence,""P35 has identified"",""P70 documents"",""P4 has time-span"",""P14 carried out by"",""P1 is identified by"",""P2 has type"""																																
"Rennes (35). 12 quai Duguay-Trouin. Rapport de diagnostic,""http://www.viaf.org/viaf/36061111 Millet, Marie"",,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,054497,,French,""L’apport majeur de cette opération est la découverte d’un imposant édifice en pierre, daté, par radio carbone, des xie-xiie siècles, situé sur un ensemble de parcelles relevant du « fief du sénéchal Guillaume » dans les textes de la fin de l’époque médiévale. Cette découverte, totalement inédite, génère beaucoup de nouvelles questions sur la structure de la ville au Moyen ge et sur la répartition des pouvoirs."",Disponible,2018,""1 vol. (107 p.) : ill. en coul. "	" 30 cm. | 7,2 Mo"",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/2983990 Rennes,https://ark.frantiq.fr/ark:/26678/pcrtAjWBVFSefH Moyen Âge classique | https://ark.frantiq.fr/ark:/26678/pcrtkWqzTusoxz Bas Moyen Âge | https://ark.frantiq.fr/ark:/26678/pcrtPSEEZSBEJp époque moderne,Owned by SRA Bretagne,35 238 0264,https://ark.frantiq.fr/ark:/26678/pcrt30jRVudWjq édifice religieux | https://ark.frantiq.fr/ark:/26678/pcrt1DMOWvDF4j céramique | https://ark.frantiq.fr/ark:/26678/pcrtBedPXm0UJJ fondation de bâtiment | https://ark.frantiq.fr/ark:/26678/pcrtOQj6KuEbn2 donjon,22 au 31 mai 2018,""http://www.viaf.org/viaf/36061111 Millet, Marie"",RAP03593,diagnostic préventif"																															
"Plouhinec (29). Menez-Dregan I. Des Prénéandertaliens aux Néandertaliens à l'extrême ouest de l'Europe. Rapport de fouille programmée 2018,""http://www.viaf.org/viaf/106151302888148660220 Ravon, Anne-Lyse, 1983-"",RAP03623,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03623,Service régional de l'archéologie de Bretagne,French,,Disponible,2018,""5,8 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/106151302888148660220 Ravon, Anne-Lyse, 1983-"",RAP03623,fouille programmée"																															
"Hédé-Bazouges (35). ZAC de Hédé tranche 1. Rapport de diagnostic,""Ah Thon, Emmanuelle"",RAP03589,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),Online PDF file,,,Service régional de l'archéologie de Bretagne,French,,,2018,14 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm.,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine,,Owned by SRA Bretagne,,,,""Ah Thon, Emmanuelle"",RAP03589,diagnostic préventif"																															
"Quimper (29). Kersaliou : Un habitat groupé du Bronze moyen/final. Rapport de fouille préventive,""http://www.viaf.org/viaf/8490149719122411130009 Bourne, Stéphane"",,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,,,French,,Disponible,2018,""27,6 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère | http://www.geonames.org/2984701 Quimper,https://ark.frantiq.fr/ark:/26678/pcrtSZ1b47Qkjp Bronze moyen | https://ark.frantiq.fr/ark:/26678/pcrtQGLpWkh9Gt Bronze final,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/8490149719122411130009 Bourne, Stéphane"",RAP03621,fouille préventive"																															
"La Guerche-de-Bretagne (35). La chapelle Saint-Nicolas. Sondage,""Lancelot, Bastien"",RAP03631,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03631,Service régional de l'archéologie de Bretagne,French,,Disponible,2018,3 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm.,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6455893 La Guerche-de-Bretagne,,Owned by SRA Bretagne,,,,""Lancelot, Bastien"",RAP03631,sondage"																															
"Pacé (35). La Clais. Rapport de diagnostic.,""http://www.viaf.org/viaf/35633198 Hinguant, Stephan 1963-"",,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,RAP03625,,French,,,2018,""12,1 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2988853 Pacé | http://www.geonames.org/3012849 Ille-et-Vilaine,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/35633198 Hinguant, Stephan 1963-"",RAP03625,diagnostic préventif"																															
"Locmariaquer (56). Le Presbytère : Indices d'occupations médiévales et antique. Rapport de diagnostic,""Barbeau, Sandrine"",RAP03627,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03627,Service régional de l'archéologie de Bretagne,French,,,2018,""3,3 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03627,diagnostic préventif"																															
"Pont-l'Abbé (29). TY KARE. Rapport de diagnostic archéologique,""http://www.viaf.org/viaf/67150565733806252223 Sicard, Sandra"",RAP03626,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),Online PDF file,,RAP03626,Service régional de l'archéologie de Bretagne,French,,,2018,""2,8 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère | http://www.geonames.org/6431023 Pont-l'Abbé | http://www.geonames.org/2986158 Pont-l'Abbé,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/67150565733806252223 Sicard, Sandra"",RAP03626,diagnostic préventif"																															
"Erdeven (56). Kerjosselin : mise en évidence d'une partie du cairn d'un monument mégalithique du Néolithique moyen. Rapport de diagnostic,""Sicard, Sandra"",RAP03630,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03630,Service régional de l'archéologie de Bretagne,French,,,2018,""3,1 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/6449851 Erdeven,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03630,diagnostic préventif"																															
"Douarnenez (29). Route du Ris. Rapport de diagnostic,DIEU Yoann,RAP03634,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03634,Service régional de l'archéologie de Bretagne,French,,,2018,""13,5 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03634,diagnostic préventif"																															
"Ploemel (56). Chapelle de Locmaria. Rapport de diagnostic,""http://www.viaf.org/viaf/36061111 Millet, Marie"",,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,055196,,French,""Un premier sondage a été réalisé à l’est de l’édifice actuel. Il a permis de confirmer la présence d’un chevet plat, l’état de conservation des vestiges est plutôt bon. Une seconde tranchée, ouverte au sud de la nef, atteste la présence d’un cimetière, mais les restes osseux observés sont dégradés. Enfin dans un dernier sondage, réalisé à l’intérieur de la nef, des niveaux contemporains et antérieurs à l’église ont pu être mis en évidence. Des relevés du caveau situé dans le choeur de l’église et une brève analyse du bâti de la chapelle viennent compléter les données."",Disponible,2018,""1 vol. (83 p.) : ill. en coul. "	" 30 cm | 5,3 Mo"",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/6437334 Ploemel,https://ark.frantiq.fr/ark:/26678/pcrtkWqzTusoxz Bas Moyen Âge | https://ark.frantiq.fr/ark:/26678/pcrtPSEEZSBEJp époque moderne,Owned by SRA Bretagne,56 161 0033,https://ark.frantiq.fr/ark:/26678/pcrtXbnSYWENsu chapelle | https://ark.frantiq.fr/ark:/26678/pcrtBedPXm0UJJ fondation de bâtiment | https://ark.frantiq.fr/ark:/26678/pcrt4rR2kyMQuW sculpture | https://ark.frantiq.fr/ark:/26678/pcrt1DMOWvDF4j céramique | https://ark.frantiq.fr/ark:/26678/pcrt795b632nWw sépulture | https://ark.frantiq.fr/ark:/26678/pcrtew0pefj7au caveau,09/07/18 au 18/07/2018,""http://www.viaf.org/viaf/36061111 Millet, Marie"",RAP03628,diagnostic préventif"																															
"Aubigné (35). Le Prieuré : extension du cimetière. Rapport de diagnostic,""Jovenet, Elsa"",RAP03632,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),Online PDF file,,,Service régional de l'archéologie de Bretagne,French,,,2018,""6,1 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6452276 Aubigné,,Owned by SRA Bretagne,,,,""Jovenet, Elsa"",RAP03632,diagnostic préventif"																															
"Laillé (35). ZAC La Touche tranche 2. Rapport de diagnostic,""http://www.viaf.org/viaf/41873469 Leroux, Gilles"",,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,,,French,,Disponible,2018,""3,8 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432719 Laillé,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/41873469 Leroux, Gilles"",RAP03637,diagnostic préventif"																															
"Guidel (56). Sous Kergroise. Rapport de diagnostic,""http://www.viaf.org/viaf/1200159234717103372444 Crowch, Aurélie"",RAP03635,Conseil départemental du Morbihan,Online PDF file,,RAP03635,Service régional de l'archéologie de Bretagne,French,,Disponible,2018,""6,3 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/6617120 Guidel,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/1200159234717103372444 Crowch, Aurélie"",RAP03635,diagnostic préventif"																															
"Noyal-Chatillon-sur-Seiche (35). Allée des Brossais. Rapport de diagnostic,""http://www.viaf.org/viaf/5178463 Ferrette, Romuald"",,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,,,French,,Disponible,2018,5 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm.,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2983990 Rennes | http://www.geonames.org/6616611 Noyal-Châtillon-sur-Seiche | http://www.geonames.org/3012849 Ille-et-Vilaine,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/5178463 Ferrette, Romuald"",RAP03636,diagnostic préventif"																															
"Guipavas (29). Kervao. Rapport de diagnostic,""Cavanillas, Julie"",,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,055406,,French,,Disponible,2018,""1 vol. (58 p.) : ill. en coul. "	" 30 cm. | 6,5 Mo"",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère | http://www.geonames.org/6448086 Guipavas,https://ark.frantiq.fr/ark:/26678/pcrtGrQ5rGj213 époque gallo-romaine | https://ark.frantiq.fr/ark:/26678/pcrtOA7J729U5c Haut Moyen Âge,Owned by SRA Bretagne,29 075 0037,https://ark.frantiq.fr/ark:/26678/pcrtJUwAaZ7Nz9 foyer | https://ark.frantiq.fr/ark:/26678/pcrtfvIQbnsSeS culot | https://ark.frantiq.fr/ark:/26678/pcrtzh0WTynBny scorie | https://ark.frantiq.fr/ark:/26678/pcrtp5Wcpmp9I3 fosse-dépotoir | https://ark.frantiq.fr/ark:/26678/pcrtKei7jxhn32 enclos,17 septembre au 26 septembre 2018,""Cavanillas, Julie"",RAP03638,diagnostic préventif"																															
"Caulnes (22). Champs Lizards : en lisière d'un habitat du haut Moyen Age. Rapport de fouille,""http://www.viaf.org/viaf/22361122 Le Boulanger, Françoise"",RAP03629,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),Online PDF file,,,Service régional de l'archéologie de Bretagne,French,,Disponible,2018,11 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm.,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3023414 Côtes-d'Armor | http://www.geonames.org/6612976 Caulnes,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/22361122 Le Boulanger, Françoise"",RAP03629,fouille préventive"																															
"Rennes (35). 61-65 rue d'Antrain. Rapport de diagnostic,""Ménez, Nicolas"",,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,,,French,,Disponible,2018,1 vol. (p.) : ill. en coul."	" 30 cm. | 10.1 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/2983990 Rennes,https://ark.frantiq.fr/ark:/26678/pcrtPSEEZSBEJp époque moderne,Owned by SRA Bretagne,,https://ark.frantiq.fr/ark:/26678/pcrtaGBUR5Ekx1 maison,,""Ménez, Nicolas"",RAP03633,diagnostic préventif"																															
"Quimper (29). rapport sur la fouille de sauvetage exécutée le 6 décembre 1972 à Quimper dans le quartier de Locmaria,""http://www.viaf.org/viaf/9853318 Sanquer, René"",RAP03032,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03032,Service régional de l'archéologie de Bretagne,French,,,1972,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03032,fouille préventive d'urgence																															
"Quimper (29). Faïencerie Keraluc, 14 rue de la Troménie. Compte rendu des sondages effectués les 8 et 9 juillet 1969. rapport de fouille de sauvetage,""http://www.viaf.org/viaf/9853318 Sanquer, René"",,Circonscription archéologique de Bretagne. Direction des antiquités historiques,,,,,French,,Disponible,1969,1 vol. ( p.) : ill. en coul. "	" 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère | http://www.geonames.org/2984701 Quimper,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/9853318 Sanquer, René"",RAP03031,fouille préventive"																															
"Quimper (29). Le Braden 1. rapport de fouille de sauvetage,""Le Bihan, Jean-Paul"",RAP03028,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03028,Service régional de l'archéologie de Bretagne,French,,,1981,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03028,fouille préventive d'urgence																															
"Quimper (29). Kernoter. rapport de fouille de sauvetage,""Le Bihan, Jean-Paul"",RAP03027,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03027,Service régional de l'archéologie de Bretagne,French,,,1977,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03027,fouille préventive d'urgence																															
"Quimper (29). Le Banellou. construction de terrains de tennis. rapport de sondage,""Le Bihan, Jean-Paul"",RAP03025,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03025,Service régional de l'archéologie de Bretagne,French,,,1985,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03025,fouille préventive d'urgence																															
"Quimper (29). Pouponière Roz-Maria, 6 rue du 19 Mars 1962. rapport de fouille de sauvetage,""Le Bihan, Jean-Paul"",RAP03026,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03026,Service régional de l'archéologie de Bretagne,French,,,1973,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03026,fouille préventive d'urgence																															
